ID,Title,TitleKana,Version,Series,Author,Publisher,PublishYear,SizeInfo,ISBN,URL
R100000002-I030068041,eスポーツマーケティング = e-sports marketing : 若者市場をつかむ最強メディアを使いこなせ,イースポーツ マーケティング : ワカモノ シジョウ オ ツカム サイキョウ メディア オ ツカイコナセ,,,日経クロストレンド 編,日経BP 日経BPマーケティング (発売),2019,279p ; 19cm,978-4-8222-8996-6,https://ndlsearch.ndl.go.jp/books/R100000002-I030068041
R100000002-I023262166,設計のムダ取り公差設計入門 : コストと品質のバランスを最適化する,セッケイ ノ ムダトリ コウサ セッケイ ニュウモン : コスト ト ヒンシツ ノ バランス オ サイテキカスル,,日経ものづくりの本,"栗山弘 著 , 日経ものづくり 編",日経BP社 日経BPマーケティング (発売),2011,184p ; 26cm,978-4-8222-3133-0,https://ndlsearch.ndl.go.jp/books/R100000002-I023262166
R100000002-I031924369,ARUPの仕事論 : 世界の建築エンジニアリング集団,アラップ ノ シゴトロン : セカイ ノ ケンチク エンジニアリング シュウダン,,,"アラップ, 日経アーキテクチュア 著 , 菅原由依子, 日経クロステック, 日経アーキテクチュア 編",日経BP 日経BPマーケティング,2022,224p ; 26cm,978-4-296-11109-1,https://ndlsearch.ndl.go.jp/books/R100000002-I031924369
R100000002-I027981274,「イノベーション大国」次世代への布石 : 異次元の成長を遂げたシンガポールの未来戦略と日本の活路,イノベーション タイコク ジセダイ エノ フセキ : イジゲン ノ セイチョウ オ トゲタ シンガポール ノ ミライ センリャク ト ニホン ノ カツロ,,,日経BP総合研究所 編,日経BP社 日経BPマーケティング (発売),2017,261p ; 19cm,978-4-8222-3683-0,https://ndlsearch.ndl.go.jp/books/R100000002-I027981274
R100000002-I000008501015,Automotive SPICE実践ガイドブック. 入門編,Automotive SPICE ジッセン ガイドブック,,,"ビジネスキューブ・アンド・パートナーズ 著 , 日経Automotive Technology 編",日経BP社 日経BP出版センター (発売),2007,209p ; 28cm,978-4-8222-2177-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000008501015
R100000002-I026857775,合意を固めて成功に導くシステム開発の見積もりテクニック,ゴウイ オ カタメテ セイコウ ニ ミチビク システム カイハツ ノ ミツモリ テクニック,,,NTTデータ技術開発本部 著,日経BP社 日経BPマーケティング (発売),2015,159p ; 24cm,978-4-8222-3611-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026857775
R100000002-I000010941755,JP1によるシステム監視の実践ノウハウ,JP 1 ニ ヨル システム カンシ ノ ジッセン ノウハウ,,,"日立情報システムズ 著 , 日経SYSTEMS 編",日経BP社 日経BPマーケティング (発売),2010,271p ; 21cm,978-4-8222-2998-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000010941755
R100000002-I026385278,Amazon Web Servicesクラウドデザインパターン設計ガイド = AMAZON WEB SERVICES CLOUD DESIGN PATTERN,アマゾン ウェブ サーヴィスズ クラウド デザイン パターン セッケイ ガイド,改訂版,,"玉川憲, 片山暁雄, 野上忍, 瀬戸島敏宏, 坂西隆之, 鈴木宏康 著 , 日経SYSTEMS 編集",日経BP社 日経BPマーケティング (発売),2015,223p ; 24cm,978-4-8222-7737-6,https://ndlsearch.ndl.go.jp/books/R100000002-I026385278
R100000002-I000010608482,飲食店スタッフ養成ドリル : 初級編 : 2週間で新人が即戦力に!!,インショクテン スタッフ ヨウセイ ドリル : ショキュウヘン : 2シュウカン デ シンジン ガ ソクセンリョク ニ,,,"日経レストラン 編 , 鬼頭誠司 監修",日経BP社 日経BP出版センター (発売),2009,113p ; 26cm,978-4-8222-3334-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000010608482
R100000002-I025187550,あなたのお店のスタッフは、なぜ暴走するのか? : ネット炎上、虚偽表示、接客トラブル………50事例の処方箋,アナタ ノ オミセ ノ スタッフ ワ ナゼ ボウソウ スル ノカ : ネット エンジョウ キョギ ヒョウジ セッキャク トラブル ゴジュウ ジレイ ノ ショホウセン,,,"鬼頭誠司 著 , 日経レストラン 編集",日経BP社 日経BPマーケティング (発売),2014,231p ; 19cm,978-4-8222-7328-6,https://ndlsearch.ndl.go.jp/books/R100000002-I025187550
R100000002-I000009196859,「OTCメディケーション」虎の巻 : 製品選択のポイントがわかる,OTC メディケーション トラノマキ : セイヒン センタク ノ ポイント ガ ワカル,,日経DI薬局虎の巻シリーズ ; 5,"泉澤惠 監修・執筆 , 日経ドラッグインフォメーション 編",日経BP社 日経BP出版センター (発売),2007,270p ; 26cm,978-4-8222-1121-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000009196859
R100000002-I000011093261,ソーシャル・ネット経済圏 : フェイスブック mixi グリー ツイッター グルーポン モバゲータウン Ameba,ソーシャル ネット ケイザイケン : フェイスブック mixi グリー ツイッター グルーポン モバゲー タウン Ameba,,,"日経ビジネス, 日経デジタルマーケティング 編著",日経BP社 日経BPマーケティング (発売),2011,221p ; 19cm,978-4-8222-4840-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000011093261
R100000002-I000011029942,JP1によるセキュリティ統制の実践ノウハウ,JP 1 ニ ヨル セキュリティ トウセイ ノ ジッセン ノウハウ,,,"日立ソリューションズ 著 , 日経SYSTEMS 編",日経BP社 日経BPマーケティング (発売),2010,239p ; 21cm,978-4-8222-1183-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000011029942
R100000002-I030037826,介護職員キャリアパス給与制度構築・運用マニュアル,カイゴ ショクイン キャリア パス キュウヨ セイド コウチク ウンヨウ マニュアル,,,"小寺俊弘, 小林雄二郎, 茂木俊輔 著 , 日経ヘルスケア 編",日経BP 日経BPマーケティング (発売),2019,367p ; 28cm,978-4-296-10397-3,https://ndlsearch.ndl.go.jp/books/R100000002-I030037826
R100000002-I029857621,50のしくじり事例に学ぶ診療所開業ガイドブック,ゴジュウ ノ シクジリ ジレイ ニ マナブ シンリョウジョ カイギョウ ガイドブック,,,"日経ヘルスケア 編 , 日本医業総研, 名南経営 ほか 執筆",日経BP 日経BPマーケティング (発売),2019,221p ; 26cm,978-4-296-10342-3,https://ndlsearch.ndl.go.jp/books/R100000002-I029857621
R100000002-I000011216307,そのとき薬剤師は医療チームの要になった : ドキュメント東日本大震災,ソノ トキ ヤクザイシ ワ イリョウ チーム ノ カナメ ニ ナッタ : ドキュメント ヒガシニホン ダイシンサイ,,日経DIブックス ; 1,日経ドラッグインフォメーション東日本大震災取材班 編著,日経BP社 日経BPマーケティング (発売),2011,257p ; 19cm,978-4-8222-1138-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000011216307
R100000002-I000009102520,契約・敷地トラブル判例50選 : 法律・建築のプロが選んだ!,ケイヤク シキチ トラブル ハンレイ 50セン : ホウリツ ケンチク ノ プロ ガ エランダ,,,"日経アーキテクチュア 編 , 大森文彦, 杉山真一, 野口和俊, 日置雅晴, 福田晴政, 松浦基之 執筆",日経BP社 日経BP出版センター (発売),2007,230p ; 26cm,978-4-8222-0492-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000009102520
R100000002-I000010124559,"話し合う技術を磨く : ""困った職場""を劇的に変える",ハナシアウ ギジュツ オ ミガク : コマッタ ショクバ オ ゲキテキ ニ カエル,,,"ピープルフォーカス・コンサルティング 著 , 日経情報ストラテジー 編",日経BP社 日経BP出版センター (発売),2009,239p ; 22cm,978-4-8222-1674-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000010124559
R100000002-I023783489,ISO 26262実践ガイドブック. 入門編,ISO 26262 ジッセン ガイドブック,,,"ビジネスキューブ・アンド・パートナーズ 著 , 日経Automotive Technology 編",日経BP社 日経BPマーケティング (発売),2012,153p ; 28cm,978-4-8222-7502-0,https://ndlsearch.ndl.go.jp/books/R100000002-I023783489
R100000002-I031438250,Google Cloud実践活用術 : ハンズオンで分かりやすく学べる. AI・機械学習編,グーグル クラウド ジッセン カツヨウジュツ : ハンズ オン デ ワカリヤスク マナベル.,,,"Google 監修 , 日経クロステック, 大澤文孝 著",日経BP 日経BPマーケティング,2021,163p ; 24cm,978-4-296-10689-9,https://ndlsearch.ndl.go.jp/books/R100000002-I031438250
R100000002-I025049955,高齢者住宅職場トラブル対応術 : 45の困った!事例に学ぶ,コウレイシャ ジュウタク ショクバ トラブル タイオウジュツ : ヨンジュウゴ ノ コマッタ ジレイ ニ マナブ,,NHCスタートアップシリーズ,"小嶋勝利 著 , 日経ヘルスケア 編",日経BP社 日経BPマーケティング (発売),2013,271p ; 21cm,978-4-8222-3180-4,https://ndlsearch.ndl.go.jp/books/R100000002-I025049955
R100000002-I000010110481,スケッチで学ぶ名ディテール : 遠藤勝勧が実測した有名建築の「寸法」,スケッチ デ マナブ メイディテール : エンドウ ショウカン ガ ジッソクシタ ユウメイ ケンチク ノ スンポウ,,,"遠藤勝勧 スケッチ , 日経アーキテクチュア 編",日経BP社 日経BP出版センター (発売),2009,199p ; 28cm,978-4-8222-6665-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000010110481
R100000002-I000011203885,震災に強い家 : 住まいをいかにつくり備えるか,シンサイ ニ ツヨイ イエ : スマイ オ イカニ ツクリ ソナエルカ,,東日本大震災の教訓 ; 住宅編,日経ホームビルダー 編,日経BP社 日経BPマーケティング (発売),2011,209p ; 28cm,978-4-8222-2445-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000011203885
R100000002-I027781251,広島カープがしぶとく愛される理由 : 続けることが負けないことだ!,ヒロシマ カープ ガ シブトク アイサレル リユウ : ツズケル コト ガ マケナイ コト ダ,,,"片瀬京子, 伊藤暢人 著 , 日経トップリーダー 編",日経BP社 日経BPマーケティング (発売),2016,231p ; 19cm,978-4-8222-3593-2,https://ndlsearch.ndl.go.jp/books/R100000002-I027781251
R100000002-I000009302861,SI力! : IT社会を切り拓くプロフェッショナルたち,SIリョク : IT シャカイ オ キリヒラク プロフェッショナルタチ,,,"小林秀雄, 伊澤偉行 著 , 日経BP社日経ソリューションビジネス編集部 編",日経BP社 日経BP出版センター (発売),2008,271p ; 20cm,978-4-8222-1575-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000009302861
R100000002-I000010919562,「Do処方、特変ナシ」から脱却せよ! : 川添式熱血患者指導術,Do ショホウ トクヘン ナシ カラ ダッキャクセヨ : カワゾエ シキ ネッケツ カンジャ シドウジュツ,,日経DI薬剤師「心得」帳 ; 1,川添哲嗣 著,日経BP社 日経BP出版センター (発売),2010,240p ; 19cm,978-4-8222-1133-2,https://ndlsearch.ndl.go.jp/books/R100000002-I000010919562
R100000002-I024903444,ウラからのぞけばオモテが見える : 佐藤オオキnendo・10の思考法と行動術,ウラ カラ ノゾケバ オモテ ガ ミエル : サトウ オオキ ネンド ジュウ ノ シコウホウ ト コウドウジュツ,,,"佐藤オオキ, 川上典李子 著 , 日経デザイン 編",日経BP社 日経BPマーケティング (発売),2013,215p ; 21cm,978-4-8222-6485-7,https://ndlsearch.ndl.go.jp/books/R100000002-I024903444
R100000002-I000010648740,ブランドは根性 : 世界が駆け込むデザイン印刷工場「Graph」のビジネス,ブランド ワ コンジョウ : セカイ ガ カケコム デザイン インサツ コウジョウ Graph ノ ビジネス,,,"日経デザイン 編 , 丸尾弘志 著",日経BP社 日経BP出版センター (発売),2009,191p ; 20cm,978-4-8222-6461-1,https://ndlsearch.ndl.go.jp/books/R100000002-I000010648740
R100000002-I024923684,心に刺さる耳の痛い話 : なぜか評価されないあなたへ,ココロ ニ ササル ミミ ノ イタイ ハナシ : ナゼカ ヒョウカ サレナイ アナタ エ,,,"小笹芳央 著 , 日経ビジネスアソシエ 編集",日経BP社 日経BPマーケティング (発売),2013,231p ; 19cm,978-4-8222-3071-5,https://ndlsearch.ndl.go.jp/books/R100000002-I024923684
R100000002-I026227082,肉は山の形に盛り上げろ! : 繁盛店が本当に実践している驚きのシナリオと演出,ニク ワ ヤマ ノ カタチ ニ モリアゲロ : ハンジョウテン ガ ホントウ ニ ジッセン シテ イル オドロキ ノ シナリオ ト エンシュツ,,,"タルイタケシ 著 , 日経レストラン 編集",日経BP社 日経BPマーケティング (発売),2015,175p ; 19cm,978-4-8222-7343-9,https://ndlsearch.ndl.go.jp/books/R100000002-I026227082
R100000002-I027583030,今さら聞けない画像診断のキホン,イマサラ キケナイ ガゾウ シンダン ノ キホン,,,"西川正憲, 佐藤功, 室田真希子, 船曵知弘, 内田正志, 柴田靖 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2016,327p ; 26cm,978-4-8222-0096-1,https://ndlsearch.ndl.go.jp/books/R100000002-I027583030
R100000002-I029927248,建設キャリアアップシステムかんたん!ガイド : 登録から運用まですぐわかる,ケンセツ キャリア アップ システム カンタン ガイド : トウロク カラ ウンヨウ マデ スグ ワカル,,,"日経BP総研社会インフララボ 著 , 建設業振興基金 監修",日経BP 日経BPマーケティング (発売),2019,181p ; 21cm,978-4-296-10350-8,https://ndlsearch.ndl.go.jp/books/R100000002-I029927248
